,Feedback,Category,Confidence
216,daytripper dress i must be one of the rare people that this dress do not work for i adore it online and even on the hanger put it on it just look frumpy on me i try my usual small first decide i must need a smaller size so i size down to an xs this one look much better on but be nearly impossible to get in and out of the build in slip get twist and i have to start over twice i decide i wasn t will to work up a sweat get dress and undress when i wear it i pass,perfect dress,0.45094984769821167
217,great dress great dress that can be casual or dressy well make and come with a build in slip,perfect dress,0.6783678531646729
218,this be a cool dress with one issue the linen make it a big wrinkly mess i try it on and just the act of try it on make it so wrinkly i would have buy it in a second have it not be for that love the mango color i be in between a and go with the i m and the length be a few inch above my knee there be also a separate slip attach bummer maybe this win t bug some people but it would drive me mad,perfect dress,0.5481445789337158
219,super cool perfect for day at the beach i m and the length be just right above knee not too short fresh and cool cotton comfortable feel,perfect length,0.4519121050834656
220,casual dress with style really cute dress the lace up detail be distinctive and i think this dress will be versatile great for hot weather but i try it on with retailer skinny pant and that look cool too the include slip not a line be soft and not clingy i m on the petite size and often find that relax fit dress like this make me look like i m wear a sack but this one be not too billowy or shapeless i try the mango color on in the store and really want to buy it but the color just be not,perfect dress,0.594247043132782
221,cute and comfy i find this to be a comfortable stylish no fuss look buy my normal size in the orange and it fit like the model it s a nice lightweight linen and be machine washable which be always a plus you can t tell from the photo but the lace up portion actually have a bite of fabric in it so you aren t reveal if it isn t tightly lace,perfect dress,0.4831007122993469
222,so comfotable i order this dress in p since i be ft it fit great its not too short just above the knee,perfect dress,0.4591138958930969
223,cute but not cute enough for me when this appear on line i think t would be a sure thing color blue cut and style this dress appear to have be make for me but i ultimately i end up return it for several reason fit i be worry about the length on my frame but it be actually long enough i have narrow shoulder and average arm but i find the shoulder or maybe it be the upper arm to run slightly small in my regular size which cause some strange poofing at the shoulder not sure if go up a,perfect dress,0.5172698497772217
224,cute but something be off i be short and very curvy i usually get petite in dress something about this fit be strange it be definitely a little shorter than most petites the lace detail on the front of this dress be really cute and it be a color you don t see often so i keep it,petite size,0.5885264873504639
225,perfection this dress be amaze buy in orange and fit wonderfully great quality and could transition in between season,perfect dress,0.5781136751174927
226,love the style but the fit be off love this dress until i try it on it be too big in the body and tight on top in the arm area from the review already post state the guy be great i m wonder if i just receive a defective dress i also wish the dress be a truer orange mango color instead of a burn orange since this dress be for spring summer,perfect dress,0.5459567308425903
227,perfect shift dress i love shift dress and i love t linen so this one be a must for me i have it in my inbox as soon as it come out on the website and then i find it in the store and have to try it on i take the six and the eight to the fit room because i run in between and the six fit better so i guess it run a little bite large really it just depend on how you want it to fit the length be great too about inch above my knee i m foot which be exactly where i like my dress to hit i get the,perfect dress,0.5582133531570435
228,linen coolness i love the way the dress fit definitely a flip flop by the poolside bar dress i order the mango color one and be disappoint that the color resemble a dark squash orange and not as bright as it look in picture i think it will look nice with a tan so i will keep it wouldn t plan to dress it up too much because it will definitely wrinkle i be a petite and get the regular and it fit just above my knees which be good for my taste,perfect dress,0.5497251749038696
229,cute and comfy purchase this in the burn orange color very nice will be lightweight for our hot humid summer but have a bite of pizazz with the lace up front the slip be nicely make with strap attachments in the shoulder so they do not slip i wear a ton of dress in the summer so this will definitely be a go to item for all the horse race we attend look forward to snag a nice derby style hat to match,perfect dress,0.46618199348449707
230,muddy color the shade of orange be quite muddy and not vibrant like photos show it s go back,light airy,0.3486173152923584
231,amaze dress i try this dress on in the store in the mango color but opt to order the blue the dress be beautifully make and the fit be fantastic,perfect dress,0.5120458602905273
232,comfort i purchase the mango it be flatter with my olive skin and golden brown hair i be keep it i m use to linen so no surprise there i agree with a reviewer that say it will work in summer and fall i could wear this walk on the beach to a summer casual dinner party i plan on wear gold sandals and gold jewelry this will make the feel more summertime then i will wear boot with it in the fall i m very happy with the choice my store didn t have the blue the fit be tts i m f,perfect dress,0.35130053758621216
233,a great addition to any wardrobe i buy the dress in mango i love the color it be very vibrant the fit be great and i imagine get a lot of use out of this dress during the summer months my only complaint be that i expect the fabric to be a little bite heavier i find it to be kind of thin,perfect dress,0.5932012796401978
234,unique style i love the feel of the fabric and design of this dress i look forward to change the look with cowboy boot or fringe booties i also like the option of wear it open over a white tee and jeans wear loose or belt it can be different every time you wear it it do run large so you may want to size down,perfect dress,0.5791399478912354
235,,No text to anlalyse,1.0
236,perfection i m not a western girl but this dress be so adorable i love the color it s adorable and unique while its definitely a full swingy shirt dress i didn t find it overly large i plan on wear as a dress with sleeves roll up under the pilcro denim jacket it look so cute and open over jeans with a white tank like a jacket,perfect dress,0.5667421817779541
237,love it i be not sure who in the world could really wear this as a dress without belt it definitely a super weird cut extreme a frame the fabric be just absolutely gorgeous and it be so well make otherwise i think about try to size down but it would be too small in the shoulder for sure i be go to keep anyway i ve already wear it with jeans and a t shirt and as a topper with a denim shirt dress it actually look fantastic with both i ll get a lot of wear out of it just not the way,perfect dress,0.49534866213798523
238,not flatter i love the color pattern and fabric it have full line my biggest problem with the dress be the swing style make it more like a maternity dress and so unflattering a straight shift style would have be much better dress run large however the arm shoulder area be tight,comfortable flatter,0.6330620646476746
239,super cute but big this dress be super cute good quality from the front it be very flatter and hang well from the side and back it look huge i order a size and i be a normal or i have re order the and size to see if there be less material others have mention that the arm be smaller in the smaller size my trouble area be my hips so i don t think this will be an issue as i be quite small on top if not i will have it alter because it be so cute and can be wear many different ways,perfect dress,0.47755879163742065
240,agree with other review this dress flare a lot so it do resemble a tent to size down cause a problem in the shoulder i have to keep the which be what i usually wear to accommodate my broad shoulder but i love it so much i be have it alter to taper and add the pocket you would expect a dress like this to have at this price i be hop it s worth it,perfect dress,0.3897550702095032
241,beautiful but huge i buy this dress in store today in a size i usually wear an so i be thrill the print and detail be gorgeous but it s a very wide swing dress there be a lot of fabric and it have no waist i m go to wear this with a belt so it s fine but the image online be a little mislead,perfect dress,0.5846071839332581
242,yee haw this be a very cute fall dress that can be wear in a myriad of style from style it with a pair of wedge and dark tights to don a bolo and ankle boot head will turn when you walk into the room,perfect dress,0.4963299632072449
243,cute definitely need to be belt i m a ddd and have a bust about so when i try this on in a size i honestly didn t expect to be able to squeeze it on and yet i have inch upon inch to spare in the bust this really be build more like a tent than a dress on the bright side though if you belt it and gather the extra material at the side it ll define your waist and the skirt have lot of swing and flounce to it i do love a line style i find i have to roll up the sleeves otherwise the dress look too s,perfect dress,0.4772808253765106
244,it be a beautiful top but run huge i follow other review and order a size down hop it would work but it be totally unflattering i want so bad to love it but there be no way i could keep it,Unspecified,1.0
245,adorable be so glad i give this dress a chance it s adorable it do run large i be lb and the fit perfectly it be super comfortable i be take away a star only because it doesn t have pocket with all of the fabric how be pocket leave out,perfect dress,0.4819231927394867
246,if only i be great dress in term of material quality print something about the weight with the line make it not work for me i order one size down as recommend by other reviewers but that didn t work there be too much fabric for the length and the line make it look heavier i order a medium and i m on the curvy side oh well i ve have so much luck with other retailer order so i m not too disappoint,perfect dress,0.49070629477500916
247,base on the other review i size down from my usual p to a p but this dress be still ridiculously huge and extremely unflattering i could tell the minute i take it out of the package it wouldn t work i can t imagine this would flatter very many people the front photo of the model be incredibly deceptive very disappoint this will be go back for sure,perfect dress,0.4262421429157257
248,love this dress but definitely size down i saw this dress in my local retailer store and have to try it on i cannot say enough good things about this dress i love it like other reviewers say it run very big i be pound and usually wear a size but get this in a fit like a shirt dress should once i size down,perfect dress,0.5020689368247986
249,larger than life larger than life in both size and personality this one run pretty big however the detail in the fabric itself and embroider collar balance that out it s even more gorgeous in person for reference i m lb straight up and down and i usually go for a or small i get a but could have easily fit into the or even the,same size,0.4215916693210602
250,i be in love base on others review i know i need to try this beauty on to be sure of my size as others mention it run size large but unlike others i don t feel i need a belt at the waist i be d and with my body style super short and not super slim in the waist but also busty this be the perfect boho fit and the perfect drape and the design and quality be superb to boot,perfect dress,0.41501814126968384
251,so cute as the other reviewers state it do run large i size down size and it s perfect great dress to wear so many ways,perfect dress,0.4532819092273712
252,great dress but run big i agree with the other review great dress i get a ton of compliment on it but i have to take it to a tailor to get it take in not a fan of belt with dress but definitely want it so have quite a bite take in not sure why this seem to be a reoccurring issue with retailer i be bum i have to spend money to get the dress to look even somewhat like the photo,perfect dress,0.5581446886062622
253,adorable this dress be loose unique and super cute you ll get notice in this dress i order down a size,perfect dress,0.5634964108467102
254,into the west totally out of my style range but be totally enamor by this tent dress shirt coat thing ok so yes it s very very tenty but fit on my shoulder size down x or x if you re narrow shoulder and i use one of my leather belt to gather the material and make myself a nice western fit flare like the model shots this look great with a tee and skinnies if you have try the marvelous silk santee swing dress the escalante have the same amount of fabric that reviewer either love or hate i,perfect dress,0.38345423340797424
255,this be a great item well make and heavier than it look size run size too small it be great as a dress or open as a long shirt with jeans i have my dressmaker put a dart right down the front under my breast to give a little more fit and less flare this help if you be curvy,perfect dress,0.4527825117111206
256,surprisingly comfy and flatter i order the xxs p and it be almost big so between true to size and big it be both flatter and stretchy the waist come in nicely the sleeves be not annoy and the sparkle add to the lbd in my opinion length be right above the knee just i be lbs dd in waist for reference,large chest,0.3645098805427551
257,gorgeous dress this be a beautiful dress it s a great weight unique pattern and have gorgeous color it s fairly forgive because of the heavy fabric but may run small on bottom i be a or in pant dress right now and i buy the i be and lbs and c also in the last stretch of a weight loss journey so if that help anyone choose size also i have to buy long or tall pant and this dress be not too short and do not show my smooth wear underneath i love it and buy it at,perfect dress,0.5815563201904297
258,easy summer dress comfortable and loose fit perfect for summer weekend when you just want an easy dress to throw on can go from home to run errands to go out for lunch good color too,perfect dress,0.4930739402770996
259,this do run a little large but it s light and flatter for me the material be a very light thin chambray but it s also line,Unspecified,1.0
260,this be gorgeous i think this fit to true to size i be and lbs i always wear a xs it be a tiny bite tight in the bust if i wear a big pad bra b if i wear a normal very little pad bra it do not pull much across the bust,large chest,0.43897897005081177
261,cute dress be actually very cute i like it better in person than online the color be a very pretty deep denim blue color it be cut very roomy swingy length be a bite too long in the back for my taste but still like the way it flow i be very slight of frame and on me there be a lot of extra material but nothing a good tailor can t fix in a jiffy perfect for a summer day bbq or casual party,perfect dress,0.6271097660064697
262,gorgeous this be truly a lovely dress the color be beautiful and i love the contrast but complimentary fabrics which add interest to an already elegant dress the material be substantial without be stiff so that it flow gracefully and it flatter the figure in my opinion if fit true to size i m b and lbs and i get it in a p which be the size i normally get in dress it be slightly more loose than other retailer dress in the same size but it still follow your curve without be,perfect dress,0.6047974228858948
263,gorgeous shift i love it perfect body hug just right length and great fabric color this shift fit just above knee and follow every curve it be however unforgiving there be no room in this to cover bump or bulge it be sleek and so figure flatter i be lbs tall and d and it fit perfectly one more pound and it wouldn t have zip i get a size my usual but too tight have to size up to if you be on the fence go up a size i can t however imagine wear this sleeveless a,large chest,0.4076586961746216
264,versatile dress easy to take this dress from casual to dressy super comfortable and cute,perfect dress,0.6222351789474487
265,not for the curvy gal i love this dress but when i put it on i be aghast the chest be tight and the body be voluminous add the pound which no want best leave to the waify girls,perfect dress,0.4500015676021576
266,easy breezy love this dress it be tighter in the chest area than maybe expect but not unwearable though i be smaller chested it will be great for hot summer days as it have a light line,perfect dress,0.48129916191101074
267,this dress be beautiful and so strike in it s unique design i order a as that be what i usually wear about halfway up my body i know it be not even go to zip i do not even try i love the fabric and color so much though that i be go to try a here s hop it work,perfect dress,0.6053655743598938
268,maeve stunner this dress be gorgeous well make line and tts i get compliment each time i wear it and find it unique yet classy and appropriate for work unlike some of the maeve top i have purchase this year it do not run big and if you be bank on a little stretch i would order the next size up you win t be disappoint,perfect dress,0.5726497173309326
269,love this dress this dress be fabulous with attention to most detail lbs the fit perfectly overall fit be excellent sleek but not form fit so very appropriate for work length be also great another plus for work many time the dress be just a tad short but this be great arm hole be also great not overly long as they often be very nicely line substantial fabric the only lack of attention to detail be they do not include the bra strap holders why can t more dress be make t,perfect dress,0.5907944440841675
270,i really love the pattern and style of this dress unfortunately i have to return it because i have broad shoulder and it be a pretty stiff top that cut into the flabby area near my armpits for most people it s probably perfect but if you have wide shoulder or any concern about the armpit flab this might not be a great choice for you,perfect dress,0.499106764793396
271,pretty casual dress it s relatively light material even if you layer a sweater over this i can t see it be good for winter i m in california so it s fine length be great i m and it hit just at the knee i m a true size small and this fit great even though i have a curvier figure pretty classic dress,perfect dress,0.569674015045166
272,love it this dress be everything everyone say it be in the review so cute and beautifully make fully line i felt it run a bite small as i have to return it for the next size up more so in the bust area but the fit and length be perfect in the size lbs i will say that all the rave review make me purchase the dress without hesitation and i m sure glad i do,perfect dress,0.5877248048782349
273,well make dress fit could be tricky the patter color on this dress be much more stun in person it be line and feel very well make the pocket don t add bulk to the hip area as many time they do which be great the fit can be tricky if you have any semblance of curve if you can try this one on in a store before buy for reference i be have broad shoulder be pear shape i have hips and a good size rear end b bust weigh lbs and generally wear a size or for top and bottom the size fit,perfect dress,0.49036842584609985
274,this dress make me happy i love this dress it fit great on curvy girls the armholes be a bite big i have to get it alter but its great it have two pocket which be great good length and comfortable fabric,perfect dress,0.5642105340957642
275,warm cozy timeless and sexy it s not often you can find a dress that be warm cozy timeless and sexy at the same time but this one be it the material be thick but cling to the body in all the right place i normally wear an xs or s and in this i take an xs sleeves be nice and long your shoulder be expose as much as you want them to be depend on how low you fold over the collar piece i choose to tack mine down in place so i m not always adjust it i wear this dress with black heel over the knee boot,perfect dress,0.5222265720367432
276,simple and well structure this initially catch my eye online and then i immediately try it on when our store receive it the dress be simple and well structure with a tight sweater weave that almost have a hold u in feel therefore it fit like a glove on,perfect dress,0.5968338251113892
277,run big love the dress i usually wear a small and will be exchange it for an x small,perfect dress,0.4019455909729004
278,awesome sweater dress lovely body hug dress hit just below the knee great with boot as show or with heel very soft material and the peppery color be really pretty i can see myself wear this to work and out at night this be a winner,perfect dress,0.6370663642883301
279,great casual dress i go back and buy this dress after a sales associate tell me that it be super cute on but didn t look like much on the hanger i m and curvy and the s fit great it will look great with boot or booties it s very comfortable and nice quality material,perfect dress,0.5838066339492798
280,i will live in this soft comfy great fit this be the perfect cozy item for fall and winter look really cute with the sleeves roll or cuff slightly the fabric be patchworked with linen and a terry jersey material i m usually a medium and the medium fit great slimming line and do a great job of be swingy flare without that tent look,nice fabric,0.38349640369415283
281,soft material great dress look forward to wear it with tights fit great,perfect dress,0.5609496235847473
282,much better in person this be such a fun dress the linen and cotton mixture be very unique and comfortable for reference i be and about pound the regular xs hit me exactly the way it be show in the photo the color be a true oatmeal which be so nice for fall and even though i be fair with strawberry blonde hair it doesn t wash me out the sleeves be a little long but i roll them once and it be perfect i love this dress and it will look great with booties or boot for the fall,perfect dress,0.5355629920959473
283,dress differ i try this on in a different retailer a couple of weeks ago try on a different one last night same size and it look baggy sleeves way too long etc let me add that i be usually a xs s petite but some regular extra smalls will work also this be a xs reg even the sa could see that one look like it fit smaller i show her the photo in my phone while this one swallow me bottom line you will need to try this one on as the size seem to vary,petite size,0.5128909349441528
284,look like reconstruct old sweatshirts i truly cannot understand the great review on this dress i purchase in both a sp and a mp i be the mp fit perfectly i definitely wouldn t keep it though because it look like someone sew a bunch of old sweatshirts together it s not super soft coarse on the inside and feel old the back be longer than the front it just look like something my daughter would make in sew class out of scrap even with leggings and great boot it look wear,perfect dress,0.4296466112136841
285,cute and eclectic i love this dress i believe the picture on line doesn t show the unique pattern and design it do have an interest design add a long vest statement necklace and boot you will be quite fashionable,unique style,0.5320609211921692
286,i be normally a size in dress and buy this in a small so if you be a smaller person this would likely be a bite loose on you the color be odd i like the navy blue but the pink be a pepto bismol color pink i just felt like i would get sick of the color pattern after one wear the fit be cute and comfy,pink color,0.5245718955993652
287,not amaze not a huge fan of this dress will be return it fit too big and not flatter fabric be thin and show any lump and bump you may have color be not as pretty in person as in the photo the photo look like a nice rust color but the dress be actually a bore brownish olive,perfect dress,0.5412912964820862
288,too itchy too metallic this pretty bohemian dress be murder by the horrible rayon fabric with metallic thread that feel like little needle prick my skin i have a pretty high itch tolerance as wool doesn t bother me too much i m not sure how most of the reviewers be tolerate this dress even with the slip which doesn t cover the arm and make me want to tear this dress off i decide to keep and wear as an autumn winter dress in which i will remove the slip wear a deep scoop neck long sleeve top undernea,perfect dress,0.32182493805885315
289,great transitional dress after read the review state that this dress be a tent and only fit for the tall and small chested i kind of have a battle of will in my head over order it it be very me but me be also curvy and possess a g bust i have to post a review because i receive the dress today and i actually love it i order a and i love the fit i know it s flowy but on me it s far from tent like i think it s great now as a pre fall piece with some sandals and a jean jacket and as,perfect dress,0.48301875591278076
290,very beautiful but material be scratchy and stiff i really want to love this dress the style and color be so nice and easy i like the loose flowy feel of the dress it run a tad large but that be part of the style what bother me be that the fabric and embroidery be very stiff and itchy to the point where it be uncomfortable on my arm and body even though it be a loose fit dress also it have line which be nice for modesty but with the stiff itchy factor mix with line it feel a bite cumbersome i haven t decide if i will k,perfect dress,0.4437931478023529
291,nice style but shapeless think this would be a great dress for warm days but alas it fit like a sack love floreat and have a few of their well make dress shame this do nothing for my curve order an usually wear a and it be a tad narrow in the shoulder if you can sport a loose swingy shape this be a great dress with nice detail but sadly the shape do not work for me,perfect dress,0.5516872406005859
292,pretty dress seem well make when i receive this dress i be surprise by the weight of the fabric it s not as light and gauzy as the photos appear and it be fully line it s more substantial in a good way also i have think it would be more of a straight cut but it s definitely a swing which i prefer with the line it do stand out a bite from your body so it s not a clingy look at all i like it a lot but i don t think it fit the way you would expect from the photo it s roomy i could probably have size down i,perfect dress,0.5560349822044373
293,another winner from floreat i find this dress to be a perfect flowy fit for the super hot tail end of summer this definitely be not a form fit dress but i buy my regular size medium size and think it fit perfectly i have a pretty small chest and find that sometimes these a line dress look better if you don t have a lot on top make them tent out just my opinion personally do not think it have an abundance of fabric in fact it be a lot less roomy than a lot of others in this cut due to the embroidery,perfect dress,0.54241943359375
294,confirm a tent i should have listen to previous reviewers but the dress look so good on the model in the two dimensional picture when it arrive in the mail i realize this be a mistake it have no shape material be poofy and feel cheap it be go back,perfect dress,0.4294242262840271
295,love this dress i usually wear a but order a because of the previous review the fit perfectly the be too snug across the shoulder both size be the same length and width except the shoulder the material be beautiful and seem very well make i be thrill with this purchase it look exactly like the photo,perfect dress,0.5452710390090942
296,do not hang well i be typically a small in dress but i should have go with the other reviewers and size down it have no shape but hang like a paper sack the armholes fit perfectly though if i have size down they may have be too tight i be lb i will return too bad because it be a pretty dress,perfect dress,0.4137636423110962
297,beautiful but not flatter beautifully make gorgeous color i want to love this but it just wasn t flatter too a shape not enough drape to flatter,comfortable flatter,0.49076059460639954
298,very unique beautiful dress want something different even buy the hat very flatter,perfect dress,0.5795671939849854
299,,No text to anlalyse,1.0
300,huge the dress fit me like a tent and i look pregnant maybe this style isn t for me and i even size down otherwise the quality be lovely with an embroider area on the top and the fabric style mix be great and very trendy it didn t work for me for the right person this be a very well make dress,perfect dress,0.5198034048080444
301,i want to love this dress the color and the fabric be absolutely beautiful it be definitely a swing dress much wider than i expect and i size down there be also a strange pooch in the shape around the middle i be keep it because i be in love with the the color and print and it look very flatter when pair with a black denim jacket just not alone,perfect dress,0.5889695882797241
302,pretty dress but bad fit i buy this dress on super sale and it be such a great deal sadly it s go back although i size down i still feel like the dress be shapeless and tent like no wonder why the store have so many still at the price i pay the detail on the dress be pretty and it s high quality just wish the fit be better,perfect dress,0.6276777982711792
303,beautiful but very large i usually wear size for dress but this be the first time ever i have to go down to size and it fit perfectly well make maybe a bite stiff around armholes nothing major i love the length as i don t like to show my knees great color combinations although this suppose to be a summer dress it look great for fall just need to add a jacket a pair of boot and i m good to go feel pretty,perfect dress,0.5683532953262329
304,heavy tenty swingy not a summer dress even though the photos make it seem like it s for hot weather the weight and layer and synthetic fabric be very substantial it be a bite scratchy where there be maroon fabric but not intolerable i love this dress but it s beyond a line it s a tent i m keep and will wear for fall with a long sweater to flatten the fullness that s see in profile for my body type top heavy thick shoulder back upper arm i choose the smaller of my size range definitely size down if,perfect dress,0.47575604915618896
305,for reference i be about lb typically wear a size luckily they have it in store around me so i as able to try it on i read the review and first tire on a size down but it still didn t look quite right on me i be dare and try on another size down and i m glad i do there be no lie that it run large it s a beautiful dress and heavy enough to wear into the fall i will say it do still have a little tenty shape to it but it s just the style of the dress,petite size,0.42572709918022156
306,beautiful dress this dress drape very well and be flatter to many different body shape the color give it the flexibility to wear from summer into fall gorgeously design,perfect dress,0.6600203514099121
307,,No text to anlalyse,1.0
308,it s a tent as much as i buy from retailer this be my first review the picture do not accurately show how large this dress be in person i want something that be a bite flowy but this be a reminder of little house on the prairie the most unflattering dress ever and since it s only available online i m not interest enough to try a smaller size,perfect dress,0.42075780034065247
309,great casual and dressy this dress be fantastic i can t help but think the other gals who give this a low rat be perhaps more petite and didn t size down i be and usually a purchase the and it be great fit wonderful and look so nice for the price i like clothe that doesn t touch me and this do a great job without look sloppy,perfect dress,0.6238816380500793
310,i buy this dress as a surprise for my daughter she be very happy with it,perfect dress,0.62983238697052
311,super comfortable i read the online review that the dress run large so order size and i m normally an or and the fit perfectly dress hang beautifully and line be really soft appear that it will wrinkle somewhat easily but i be keep it anyway since it s so beautiful the bell sleeves be really cute i highly recommend the dress,perfect dress,0.5505820512771606
312,feel pink beautiful flow feminine dress run large size down hot pink color well make,perfect dress,0.58388751745224
313,pretty in pink i love this dress i be usually a size but order this in size and it fit perfect great for any season and can dress up or dress down the pink be the perfect shade i feel like i m elle woods,pink color,0.5677914619445801
314,love this dress i just receive this dress try it on i totally fell in love with it the pink be just beautiful it s a little big so i will definitely will be exchange it for a size you would absolutely love this dress,perfect dress,0.521117627620697
315,,No text to anlalyse,1.0
316,great dress this be a beautiful dress the photos do not do it justice the pink be gorgeous it s also very comfortable but run large i m usually a or an but purchase a,perfect dress,0.5907813310623169
317,wrinkle the dress arrive wrinkle so i wash it and press it it look beautiful until i sit down the entire dress be wrinkle and it look terrible all day can t wear this again,perfect dress,0.35445141792297363
318,pretty in pink i love this dress easy breezy flowy comfortable pink fit a true medium would recommend to anyone make me a little flirty,pink color,0.5356290340423584
319,perfect postpartum dress i buy this dress for a couple fall weddings to hide my postpartum belly it be only available in a size which be my typical size i be nervous base on the review it would still be too big but it fit perfectly i be so i assume my frame can handle the drappiness well,perfect dress,0.5188226103782654
320,retailer make this dress in other color pattern this dress be awesome love everything about it except the color the pink be ridiculous it be like pepto on crack there s no way outside of be a bridesmaid i would ever wear that shade of pink nauseate i would order the turquoise but i don t think i want that either plus the pink be the only color offer in the store even though i saw the dress offer in black online at one time why wouldn t you stock the black in store i can no longer get it you need to offer this d,perfect dress,0.46038463711738586
321,fun and flowy fun dress to wear i receive numerous compliment on the color and design of the dress very flowy and comfortable love it i wish i have buy a size smaller than i normally wea because it run large but an overall great dress,perfect dress,0.6127231121063232
322,comfortably chic i have a casual oceanside wed to attend and think this easy yet elegant dress would be a good purchase i initially buy two size and i m typically a in more structure dress i e more rigid fabric with zipper entry but because this dress be flowy and slip on over the head i also order the i m broader shoulder d with smaller hips that be typically one size smaller than my top half the end up be comically huge and fit like a tent the,perfect dress,0.5615770220756531
323,perfect dress this dress be a great color fabric and the style be very flatter i m wear to a wed but it will be great for many events this fall dressy enough for a cocktail party but could also wear to church,perfect dress,0.7229081392288208
324,horrible i cannot imagine this dress work in any size i be a small thin and average height woman usually a in pant a size c bust and tall this dress be huge i size down to a i be always a in dress and this dress be still big i do not know if i could size down to a though as the shoulder seem to fit right it be ginormous i get it for a wed in two months and i will be months pregnant it still wouldn t work unless i be months pregnant and carry tr,perfect dress,0.4133060574531555
325,love this dress saw this in store today and have to have it the pink be a really bright pink definitely more of a hot pink than it appear in the image online i be a solid and i buy this in an so it definitely run a size large highly recommend,perfect dress,0.4857162833213806
326,i love this dress and receive many compliment when i wear it the pink be beautiful however it do run large so i will need to exchange it the little square at the base of the neckline be crook on the one i receive might not bug anyone else but it bother me,perfect dress,0.482526570558548
327,awesome prettie in pink beautiful dress just like wear a night shirt great flatter fit for most figure wonderful color love the bell sleeves,perfect dress,0.6506612300872803
328,better than i imagine i hesitate to purchase this dress because of the color but it be a beautiful deep pink that i think would work with all skin tone i order a size down as recommend by other reviewers and the dress fit perfectly the feel be amaze incredibly comfortable and not too short when you lean over,perfect dress,0.5688501596450806
329,bad line this dress look like it would be so much fun to wear when i try it on i be swim in it i do have to admit that the movement of the dress have it fit right would have be very fun i be also really disappoint with the line there be dark green pip along the neckline which bleed through the pink of the dress and make it look like you drop something on your dress return it,perfect dress,0.5181538462638855
330,this dress be adorable dress it up or dress it down,perfect dress,0.5981385111808777
331,so pretty like many of the other reviewers i think this run a little big i be a lb pear and xs be perfect i also order the small to be sure it be not quite as close to the body as the picture the color be gorgeous and saturate it hit me mid thigh in a good way the fabric be crepe on the outside and silky on the inside and it have a beautiful high quality drapey ness it be unlined but not see through it arrive wrinkle and sad but a warm dry iron really bring out how gorgeous,petite size,0.4272015392780304
332,i usually do not buy dress at full price but when i saw the teal version of this dress on the website i cave in and buy it i have also try the pink version of this dress in store it s very cute and sweet but i don t think i can pull it off the teal version be pretty accurate in color to the on screen image this dress run huge i usually wear a or in retailer dress and go with a size for this one it fit comfortably without be too baggy or like a tent the materi,perfect dress,0.5643458366394043
333,beautiful dress but run very large it be make of a material that do not breath so if you tend to run hot skip this dress great style and look good on almost any body type color be very attractive and be dressy enough for special occasion,perfect dress,0.6075489521026611
334,frumpy look like a nightgown on me maybe better on someone younger,Unspecified,1.0
335,beachy and boho i love the weight of the material sometimes crinkle gauze look cheap this do not the lace trim be more tone than the photo suggest but that be not negative and the color of the dress be more salmon than peach again not a negative the length be as it be on the model just below the knee i wear it to what turn out to be surprise party for me at the beach i pair it with huge silver hoop and silver flipflops i felt special stylish and comfortable it be a good dress for some,perfect dress,0.5194147825241089
336,the style of this dress be quite lovely i immediately gravitate towards it when i saw in the store however once i try it on it look like a sack of potatoes unfortunately the loose silhouette do not do anything for my figure i should mention that i be and have an athletic figure but with hips the design be very on trend and the dress do have some lovely detail like the lace around the hip area and flowy fabric but unfortunately it be not enough for me to purchase also the,perfect dress,0.557248592376709
337,the perfect blue period dress i be in love with this dress the color be amaze but also be the fabric it be soft and supple i be a curvy girl and this dress do all justice to my bust waist and hips this be truly an amaze dress you can dress it up or dress it down and the best part it be professional enough for a causal office look,perfect dress,0.6150451898574829
338,love it love this dress adorable comfortable and figure flatter cant go wrong with this purchase,comfortable flatter,0.617696225643158
339,adorable so cute and a must have take my normal p and fit perfect love it,perfect dress,0.35310590267181396
340,love this dress i have be watch this dress online since it arrive finally decide to order it online it be as great in person as it look on the website the fabric cut and finish of the dress be high quality and my usual size fit great it fall about above the knee on my frame which be a little short for the office but i could do it on a friday with a cardigan the fit be comfortable and flatter for a gal with broad shoulder and small curve when i try it on friends rave thi,perfect dress,0.6188285946846008
341,dress for the younger girls i try this dress in my usual size the slip underneath be a big snug but the dress be fine i sort of look like a little girl in this dress it be very pretty but more for the younger girls not for the over group,perfect dress,0.4936535358428955
342,absolutely beautiful this dress be really lovely in person the fit be perfect and the length not too short for reference i m very busty at f and the dress actually fit i m an xl usually and the fit be tts the only thing i m not crazy about be the slip it s more of a flesh tone color i ll probably swap it out for a white one please make more like these retailer,perfect dress,0.5776709318161011
343,way too much material first let me say i love the fabric and the pattern of the blue dress but the fit be extremely loose they could take out an entire inch of material and it would still be a swing dress the photo of the back of the model where the blue dress go in to her waist be not at all accurate if it be i would love this dress the photo of the model wear the other color be how the dress actually hang straight down from the underarms and then bigger as it go toward the hemline i be,perfect dress,0.5341879725456238
344,love this be such a beautiful dress fell in love with it at first sight it be very pretty can be dress up or down come with an attach slip that be a tad longer than the dress and it show on the bottom darling dress that will get lot of use this summer,perfect dress,0.6534472703933716
345,super as in super comfortable and a joy to wear i saw it online and then go to the store to try it on the moment i put it on i know it be for me i miss out on get it in the other color i hope you get more in other color,perfect dress,0.3750241994857788
